1	15.75686537
1	14.82695925
1	14.41034483
1	14.31463415
1	14.24321608
1	14.10850739
1	14.00508906
1	13.87204969
1	13.80420918
1	13.79930105
1	13.79057072
1	13.76661669
1	13.76366397
1	13.73480023
1	13.71733731
1	13.70379009
1	13.69816012
1	13.68581419
1	13.66914498
1	13.64135514
1	13.63489313
1	13.6246889
1	13.61304348
1	13.58923077
1	13.56352941
1	13.51731602
1	13.40043605
1	13.23613493
1	13.23449751
1	13.19603212
1	13.18946248
1	13.13002364
1	13.12776992
1	13.10692951
1	13.09814919
1	13.081
1	12.91082164
1	12.83006993
1	12.78887628
1	12.77936579
1	12.72813345
1	12.72775991
1	12.72145215
1	12.72007722
1	12.46140797
1	12.36077609
0	15.65524403
0	14.95454545
0	14.93856403
0	14.92262343
0	14.68075802
0	14.60875912
0	14.23245925
0	14.17469446
0	14.14877193
0	13.90654206
0	13.8356066
0	13.44468085
0	15.24144144
0	14.76184379
0	14.73201856
0	14.45547945
0	14.10604733
0	13.71475771
0	13.65711361
0	13.65181818
0	13.55095785
0	13.5204617
0	13.47817259
0	13.4238806
0	13.3968254
0	13.31509625
0	13.26897133
0	13.22964509
0	13.21902269
0	13.16034483
0	13.14492754
0	13.1347424
0	13.1232166
0	13.04761905
0	13.03474903
0	13.02941176
0	12.99359795
0	12.97560976
0	12.95897436
0	12.95758355
0	12.85727029
0	12.84580703
0	12.82910321
0	12.72286079
0	11.07742639
0	10.60460251
