Firefox	2	i5-4440	2847	25376	15328	26664	29674	22954	14978	31742	21774	47740	33081	9473	31232	40665	45657	58816	13733
Chrome	2	i7-3930K	4170	29710	17342	26770	23515	26771	20683	39196	17651	45265	34118	23128	32958	44504	39367	71603	41628
Chrome	2	i5-4460	4210	26362	17259	27540	18532	27573	19717	41970	21163	42722	29025	20712	31493	36363	32946	69451	41053
Microsoft Internet Explorer	0	Celeron B800	757	9943	6308	5606	7375	6651	6496	16476	3317	7901	9630	3600	5698	6195	6191	8881	4873
Chrome	2	i5-4570	4083	23478	15383	27382	21865	28065	19833	44196	18099	45877	26820	15319	32626	42333	29970	69792	39982
Firefox	2	i5-3210M	2300	24561	12423	18011	19100	20442	11705	17474	18238	46761	24825	10027	24069	31353	57793	50947	33145
Firefox	2	i5-2400S	2898	24634	15578	24489	28487	21643	13373	22330	15402	56017	25385	10024	23610	30936	61432	50947	19207
Firefox	0	Celeron B830	656	12489	7157	11243	10153	4934	7310	1889	8133	21532	9905	3127	6294	15677	11988	27993	8671
Firefox	2	i7-2670QM	2467	22445	12759	22812	23967	19794	12584	24634	19582	46804	29603	7482	23352	31894	43985	55987	33383
Microsoft Internet Explorer	2	i7-3632QM	1731	23602	13784	15400	25178	16503	15052	33830	6136	18771	21312	5750	14047	11296	16010	25723	11081
Microsoft Internet Explorer	2	i5-4440	1493	23525	13190	17080	19783	17119	14617	34221	4621	19121	17240	5649	16069	10601	11763	23518	9085
Firefox	1	i5-480M	1715	18828	10194	15118	15386	15751	8485	14282	13267	38185	18951	5701	17711	21410	32897	39315	25217
Firefox	2	i5-4670	3273	30775	19072	32369	40203	29428	14688	34809	19196	57234	41006	5280	36414	52155	65711	65524	16873
Chrome	0	Core 2 Duo E6400	1959	15076	7969	8139	6050	13569	7431	17855	8964	20211	16651	13177	17658	12226	18500	25375	21350
Chrome	2	i7-3770	4108	29057	18142	28191	24558	27789	19104	33794	23388	45973	30164	25321	32951	45184	33152	62716	40623
Chrome	0	i3-2350M	1699	16947	10252	14386	10861	15448	10458	20709	12020	26862	17669	12738	18950	21902	19199	35152	22883
Chrome	2	i5-2450M	3135	22216	13018	19366	12982	20127	13952	27135	12395	33402	22982	17691	24567	22749	25774	49065	30342
Chrome	2	i7-3632QM	2895	20947	12268	17500	13771	19667	12717	23361	10602	31632	22264	15400	22780	27971	25308	44512	28854
Firefox	0	Celeron P4600	1366	14218	7669	11395	11054	11230	6802	13738	10578	28231	14398	4107	13605	15046	23632	28688	18652
Chrome	0	Core 2 Duo E8500	2637	22408	11892	16122	11540	19768	12608	22692	10863	29478	18217	10623	26233	23130	19807	46255	27042
Safari	2	i5-3210M	1700	23945	19492	16138	14408	21190	12244	24296	14277	42179	30866	8733	22847	19962	35149	30130	20034
Firefox	2	i5-4440	2833	25398	15376	26797	30031	23983	15836	32296	21913	48359	33077	10020	30942	43203	46915	59511	39902
Microsoft Internet Explorer	2	i7-3610QM	1715	23502	14064	15073	23295	16405	17161	34838	6699	18597	22332	5757	13941	14339	14696	27488	11392
Firefox	1	i5-480M	1776	18901	10097	14881	15386	15428	6935	17830	13454	39203	20915	7328	17354	17839	33266	40405	8880
Microsoft Internet Explorer	0	Pentium P6200	1005	13491	7967	7895	9931	9548	7670	13681	2798	9132	9320	3144	7000	5197	7665	12602	5435
Microsoft Internet Explorer	2	i5-2410M	1376	18439	11049	10981	17073	12274	11398	27362	4841	13741	16392	4908	11357	9190	10360	18998	9138
Firefox	0	Celeron 1000M	1533	14380	7735	12837	12013	13673	7826	15820	12493	27719	17101	6116	15092	16842	24272	30538	21925
Microsoft Internet Explorer	2	i5-2450M	1230	17607	9911	9536	11460	10756	9498	22639	4726	12582	14309	5180	10287	7531	8954	12204	8019
Chrome	2	i5-4430	3988	25326	16579	24394	21214	26318	19872	38130	20145	40827	27484	20257	30130	41084	31154	64056	38963
Chrome	2	i5-2450M	3151	22534	13156	17650	13584	20158	13952	25916	13853	33475	22262	16582	24489	31167	25604	49601	30011
Chrome	0	Celeron 1000M	2017	13612	8398	11042	7976	13026	8383	14291	10146	21784	15762	12823	15392	14552	17650	24965	20338
Chrome	0	i3-3217U	2141	13639	8375	9862	6638	13117	6063	17182	10798	20419	18784	12858	15176	10180	22303	25350	22242
Chrome	1	i5-560M	2685	22865	11681	16616	11841	20205	11728	23704	13063	30539	18744	15025	23621	21188	22650	41399	28146
Safari	2	i5-3210M	1664	24017	19170	16310	14881	21348	13883	24701	14090	41470	30632	8773	23218	20460	35558	32703	19822
Chrome	0	Core 2 Duo E6400	1961	15002	7932	9573	6594	13530	7507	17665	8785		16036	12534	18117	6410	18186	25597	21336
Firefox	2	i5-3230M	872	9617	5518	6627	5921	7514	4619	4063	6267	18268	11958	2796	9715	9644	15229	17901	13865
Firefox	1	i5-560M	1976	22592	11574	17684	19704	18838	11473	16016	13112	45835	22680	7010	21538	25743	37961	48119	29627
Chrome	2	i5-2320	3337	24093	14727	21516	17554	21634	15052	33239	18450	36850	24047	17585	26438	29104	26386	56812	32089
Microsoft Internet Explorer	0	i3-370M	1100	15017	9511	8046	11841	9991	8864	20821	4087	10288	12518	3730	8998	6360	10255	14431	7154
Chrome	0	i3-4150	3949	24093	14356	23331	20348	24652	17390	39684	15581	37118	28918	22001	28708	25509	28950	64118	37072
Safari	2	i5-3427U	1586	20903	17510	14954	12309	19165	10627	22003	12669	37723	26469	7694	19522	18901	28786	24894	17270
Chrome	2	i5-2500	3844	26901	16343	24584	17492	24399	18207	31600	20552	40718	28555	22509	29431	40122	32379	65199	37310
Microsoft Internet Explorer	0	Celeron B800	956	10138	6280	5715	7463	6703	6455	14948	3313	7861	9716	3911	5207	6764	6454	8881	4952
Chrome	2	i7-3770	4027	28971	17615	28219	23295	27903	20907	39883	20161	46661	27707	17696	33036	42376	30266	73387	39320
Firefox	1	i5-480M	1754	19105	10240	15118	16292	15948	9375	17486	12827	38023	20959	6594	4367	21062	33118	38584	9058
Firefox	2	i5-3570K	3055	29887	12009	30721	67368	25266	13474	31297	22883	55894	37813	8573	30017	44823	50985	65459	15128
Firefox	2	i7-2670QM	2320	21454	12098	21622	21961	19075	11560	18991	17662	44748	28931	7863	24164	31416	56387	48588	10896
Firefox	2	i7-2670QM	2262	21771	12734	22210	23080	19306	12804	22206	19273	44166	28882	9561	23458	32402	42623	52472	32517
Firefox	2	i7-4770K	3493	31188	18830	34251	41543	29964	19509	38301	25177	54694	41749	10920	35976	50513	76441	67807	50937
Firefox	2	i5-2320	2577	23821	14329	24704	26377	21019	9830	25359	18890	49137	31662	7739	26000	37152	47090	56812	12047
Firefox	1	i5-560M	2019	22660	11354	19091	20600	18721	11484	14516	13707	44657	22729	6435	20966	26279	36851	46210	29442
Microsoft Internet Explorer	0	i3-2310M	1109	14246	9209	8736	12982	9342	9375	21629	4159	11147	13532	4050	7713	7598	8900	13909	7068
Microsoft Internet Explorer	2	i5-3570K	2002	27399	15597	18277	27543	19487	17956	39635	7436	22176	24958	5699	16790	16137	17020	32766	13296
Firefox	1	i5-560M	2000	22489	11422	19496	21214	18611	10648	14674	15019	45753	21542	7950	21661	25407	36519	46897	28973
Firefox	1	i5-480M	1702	18716	9942	15628	15628	15639	9280	17719	13096	38473	20760	5871	18290	21082	31640	39944	8946
Chrome	2	i5-4670	4809	29443	19226	31109	26101	30385	22208	39257	20625	52987	31883	21294	34758	47171	42433	77930	48002
Firefox	2	i5-3570K	3061	29887	11996	31019	72249	28278	16026	31405	23768	56556	37427	9228	31239	46179	51873	66166	42223
Microsoft Internet Explorer	0	Celeron B800	771	10118	6312	5523	9514	6680	4891	15392	2917	7741	9667	3294	6354	4561	6956	6633	4952
Firefox	1	i5-560M	2009	22489	11653	19055	20102	18715	8044	14847	13553	45603	23108	3586	20955	25845	38069	48306	28014
Microsoft Internet Explorer	1	i5-560M	1425	20162	10841	10473	10091	13050	7849	24176	4580	13323	15440	5030	10351	6336	12124	17443	9528
Firefox	2	i7-3770	3234	30657	17431	32369	37483	27742	17626	32174	25971	58237	39523	12899	8035	44371	58977	71953	47552
Chrome	2	i5-2320	3427	24017	14832	21473	17190	22068	14904	28372	18181	36367	26671	23199	26392	36255	29822	56700	34071
Microsoft Internet Explorer	2	i5-3570K	1976	27197	16283	18912	28325	19038	17973	41211	7750	22257	25563	5353	15766	16137	18020	32579	12979
Microsoft Internet Explorer	1	i5-560M	1370	20014	10914	10254	15339	12789	10284	24865	5292	13450	15304	4633	12144	7531	12087	18292	9627
Firefox	2	i7-3770	3361	30688	17332	31664	36656	27802	17558	33067	21742	58550	32086	9908	31274	45363	59569	71533	48207
Firefox	1	i5-560M	1936	22489	11166	19366	19783	17888	6841	14609	14970	45427	23888	6653	21019	25357	37295	48119	10440
Firefox	0	Pentium P6200	1354	14677	7374	11351	10584	12453	5338	13896	10602	30159	14817	2537	3262	13514	29304	28406	9296
Safari	2	i5-3210M	1765	24069	19916	17701	16238	21608	13911	26371	14863	41537	31350	8697	22392	18252	35928	31019	19908
Microsoft Internet Explorer	2	i5-3570K	2009	27372	15431	18515	29498	19044	17258	39040	6883	22276	25313	6067	16747	14523	16986	32610	13038
Firefox	2	i5-2320	2598	23697	14471	24704	26517	20813	13946	28184	19142	49423	31270	7883	25654	34770	47581	59629	35009
Firefox	1	i5-480M	1783	19234	10006	13267	14662	15586	10497	13436	12582	38454	21278	6031	17679	20583	43141	41481	8926
Microsoft Internet Explorer	1	i5-560M	1411	20082	11033	11022	15482	13204	9944	24450	4458	13258	15946	4298	12560	8556	12173	19692	9534
Chrome	2	i5-2320	3431	24041	13404	21708	17492	21857	16487	31313	17235	37519	25629	19610	26434	36577	28461	55933	33304
Firefox	2	i7-3630QM	2460	25275	14691	25072	27242	22713	13933	24361	17290	45012	32438	7205	25534	32338	44991	55017	40193
Firefox	1	i5-560M	1971	22467	11469	19347	20515	18906	10984	14474	14701	45767	23820	8187	21750	25407	37332	48446	26599
Firefox	2	i5-2320	2538	23797	14342	24729	26659	20805	9272	27175	21180	50054	31704	11230	25696	37263	46915	60043	11994
Microsoft Internet Explorer	2	i5-4460	1996	25770	15426	18737	30773	19554	15913	42715	6159	20405	22358	5220	17715	15870	20646	30837	12490
Chrome	2	i5-2500K	3480	26162	13828	23239	18194	23459	16630	34752	17925	39053	25232	18214	28506	38767	28018	61255	34289
Microsoft Internet Explorer	0	Celeron B800	779	10108	6159	5546	6792	6816	6443	15722	3293	7703	9548	3437	6340	5920	4909	9144	5065
Firefox	2	i7-2670QM	1767	16227	9466	15585	15339	14392	6921	15555	16298	34179	22285	5164	17570	22010	42549	37807	24768
Firefox	0	Pentium D 820	971	9488	4385	6811	8350	9929	3688	2831	7205	21608	11627	3592	11516	4338	15715	14497	11600
Chrome	2	i5-2430M	2089	21602	12627	18046	14492	19612	13032	24431	11254	32239	20625	13442	23829	28166	22650	45852	27878
Chrome	0	Pentium 3556U	921	8350	3924	7822	4279	8673	3955	19266	7125	13549	7337	2929	6454	6177	6627	18310	11564
Microsoft Internet Explorer	2	i7-2670QM	1554	19767	12478	13176	18955	13543	13938	31576	5271	15386	18765	4581	13069	11706	13098	22728	10096
Firefox	2	i5-2500K	2320	25398	15009	24441	28651	21553	14506	24811	21186	44307	33651	10533	26600	28110	65045	54768	38296
Microsoft Internet Explorer	2	i7-3632QM	1749	23150	13981	15414	25051	16487	15882	33652	6560	18616	21229	4894	14308	14013	13441	25498	10334
Microsoft Internet Explorer	2	i5-2500K	1907	23572	13703	14211	22058	15574	14948	34405	8141		23036	6091	12970	14041	14401	25375	11928
Microsoft Internet Explorer	2	i5-2500K	1674	21941	13933	14524	23515	14969	15682	35019	6087	17593	20605	5122	12278	14627	14032	25849	11042
Microsoft Internet Explorer	2	i5-2430M	1515	19273	11550	11574	15579	13013	10951	25629	5810	14715	17974	4985	12726	9199	13562	19259	8959
Chrome	2	i5-2450M	3135	22683	12953	19534	13547	20463	13577	26214	11849	33869	23745	14618	24708	29850	27030	48352	30837
Safari	2	i5-4250U	1692	20418	19161	17752	14367	20073	9897	26742	13039	36385	24919	7893	22297	22481	25900	30275	17032
Chrome	0	i3-2350M	2404	17180	10490	14264	10629	15274	10824	20692	11055	26060	17844	10267	18777	22704	19886	35628	23571
Chrome	2	i7-2670QM	2379	16259	10036	14105	10517	14852	10322	20743	12187	25146	18103	14384	18000	21731	19960	33439	23102
Firefox	0	i3-3120M	2104	20034	11102	18099	17616	17855	11049	15689	16478	38805	24926	8628	20440	26150	47877	43473	9898
Chrome	2	i5-4300U	3587	22615	14223	21537	17014	23189	15820	32593	11572	35906	24816	12753	26974	22727	29008	51953	36014
Microsoft Internet Explorer	2	i5-4440	1848	24980	13759	16310	22557	18761	15172	40172	6910	20726	22057	6162	17157	11627	19792	26158	12821
Chrome	2	i5-4570	4174	27372	16405	26931	22156	28237	19546	43222	17659	45171	27099	18366	32503	45858	30266	71882	40358
Microsoft Internet Explorer	2	i7-3610QM	1727	23720	13663	15924	25306	16756	14788	34111	7052	18760	22747	5640	11300	14395	15688	23612	11445
Microsoft Internet Explorer	2	i5-2450M	460	6262	3556	3662	4793	3873		9135	1742	4877	5681	2186	3911	3096	3956	5270	2612
Chrome	2	i7-4800MQ	4618	28761	17385	29386	25965	29505	21241	40071	21053	46112	31710	22799	34268	47218	37110	74450	46309
Safari	2	i7-3615QM	1894	25545	21119	25147	18883	23162	13979	30978	18670	47919	32736	13557	24016	30302	36889	44557	21072
Microsoft Internet Explorer	0	Core 2 Duo E6400	958	12674	7239	6346	8551	9012	6667	17667	3188	8955	9538	3024	8610	5280	5879	11895	6083
Firefox	0	Pentium P6100	1392	14204	8278	11264	10321	11795	4858	10505	9423	29587	16108	5239	13323	15793	23458	28212	6797
Chrome	2	i7-3630QM	3511	24338	14905	22746	18328	23806	16875	30776	17461	38845	25961	19973	27779	26541	29304	57036	35214
Chrome	2	i7-3615QM	3601	24906	14791	24441	17868	23996	17609	25847	12403	43925	26496	18044	29174	35033	33488	58989	36662
Firefox	2	i7-3630QM	2695	26092	14186	25747	28325	23614	13897	27362	20797	46876	32773	7775	26138	37486	56387	56369	39995
Microsoft Internet Explorer	2	i7-4800MQ	2121	27844	16511	19919	33913	20699	19123	42109	6773	22371	24106	5150	16931	15755	21830	36047	14434
Chrome	0	Pentium P6200	1892	15092	8538	10960	7142	13676	7796	16553	10548	20834	13987	11417	16680	14438	16469	25597	20516
Chrome	2	i7-3770	4161	24462	17644	27330	24200	27694	20744	33396	22549	45918	31859	26446	32407	44868	36185	59865	42002
Firefox	2	i5-3570K	2971	29887	11903	31201	71217	28183	12596	31313	24333	56265	37572	8936	30755	41248	43807	65590	42732
Chrome	1	i5-460M	2315	20082	10731	14359	11054	17953	10648	21336	10345	27028	15328	7422	21728	21368	17342	38321	23115
Firefox	2	i7-3632QM	2698	25499	14122	25821	26802	22918	14147	24389	21188	49745	30581	8361	26282	34562	63058	59104	38897
Microsoft Internet Explorer	2	i7-3770	1990	28344	14873	16863	19550	19780	16566	35666	6976	22128	24965	5716	16917	11952	17464	28745	13554
Chrome	0	Pentium D 960	1617	14428	5697	6304	4043	13048	5568	11796	6364	18606	12561	8845	13069	10658	13201	17410	15855
Chrome	2	i5-2450M	3173	22717	13094	19515	15579	20551	13911	25764	12509	34057	23652	17043	25061	29278	27030	49065	30540
Chrome	2	i7-2670QM	2379	16472	10042	14171	10429	15102	8916	21593	12745	25209	17895	13390	17990	20854	19866	33803	22831
Firefox	0	Core 2 Duo E6400	1225	12514	7288	6699	7802	10813	6724	12535	7236	29085	16179	2039	15731	11055	17689	27885	19359
Chrome	2	i5-2450M	3176	22297	13474	19145	13329	19950	12930	25874	12338	33997	24457	16924	24609	31322	27796	49749	31631
Chrome	2	i7-4790	4605	29739	18130	31140	27850	30191	23102	49671	19835		30997	17950	34716	45995	34897	80053	46230
Firefox	2	i7-2670Q	2184	21475	12899	20565	21304	18657	8847	18192	18306	44115	28775	9017	23324	32021	55222	51345	32404
Chrome	2	i7-2600	3833	27427	15595	24998	21124	24897	19237	33687	20051	41936	28110	18452	30271	41624	30858	64056	37218
Firefox	2	i5-4440	2742	24881	15050	26403	29325	24384	15913	30482	21304	47209	32285	8950	30091	37541	44133	60959	13402
Microsoft Internet Explorer	2	i5-3427U	580	8358	5081	4821	6585	5235	4042	10244	2410		7055	3461	4879	3694	4648	7569	3815
Chrome	2	i5-4440	2919	25622	14385	25747	21865	26923	18677	40763	18979	41594	28135	19656	30342	34528	31936	65264	39274
Firefox	2	i7-2670QM	1809	16291	9898	15909	15482	14969	9698	15672	14896	34613	22375	5296	18279	23130	41291	36118	8807
Chrome	0	Core 2 Duo E6400	1935	15076	7884	9325	6647	13396	6484	16855	9046		16084	13734	17898	8556	17390	17576	20292
Microsoft Internet Explorer	2	i5-3570K	2011	27547	14935	17517	24926	19657	16825	35458	7179	21947	25377	5566	16578	12733	15920	29958	11736
Firefox	2	i7-3630QM	2861	26712	14774	27487	30398	23514	15007	26860	22369	51714	34184	11801	26431	39306	46129	59453	41767
Microsoft Internet Explorer	0	i3-3217U	985	13276	7888	7686	9198	9247	7627	17435	3724	10089	11902	3994	6951	5106	8116	11928	6380
Firefox	2	i7-3770	3022	29473	16078	29879	20859	27665	8745	30955	23421	48683	36682	9106	29191	41666	55943	66359	43883
Microsoft Internet Explorer	2	i7-3632QM	1712	23354	14029	15372	25435	16534	16424	32021	6976	18561	21296	6022	14174	13355	14134	25951	11247
Microsoft Internet Explorer	2	i7-3632QM	807	11031	6124	6028	7132	7646	6731	16895	3439	8700	9960	3247	5489	7038	6547	10063	5210
Firefox	2	i5-3210M	2695	26092	14718	24207	28165	21848	13071	19375	15516	62706	20507	9855	23109	30424	62307	47479	28431
Firefox	0	i3-3240	2679	27224	14817	26481	29325	24538	12453	27048	19476	51143	32237	7133	28482	38573	64379	58702	39380
Firefox	1	i5-480M	1827	20862	10952	17500	18194	17614	10658	15495	12831	42805	23381	6983	20196	23809	48987	45675	29343
Microsoft Internet Explorer	0	Pentium 2117U	987	13142	7961	7771	10885	9406	8060	19544	3366	10413	11737	3756	7975	5796	8853	11993	6413
Firefox	2	i5-4440	2841	25744	15026	27252	31158	23109	9801	32085	21057	47950	33181	9497	31578	42039	46619	59805	13799
Firefox	1	i5-480M	1850	20628	10779	17304	18396	17024	9597	16987	14073	42144	21620	6926	20083	23107	31492	43600	27941
Microsoft Internet Explorer	0	Xeon 5160	1110	16918	9792	8797	11648	12049	9516	22480	4148	12631	11282	3704	10149	8447	7622	16821	7617
Chrome	2	i5-3210M	3811	23424	13987	21182	15482	22523	15384	24268	10390	39827	22914	13596	27239	31479	29600	52472	33072
Firefox	2	i7-3630QM	2322	24807	13161	23125	25051	22129	12278	23811	17496	43736	29002	4133	26219	30539	33192	51306	34375
